,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,host_since,instant_bookable,review_scores_rating,zipcode,bedrooms,beds,price
40491,16,1,2,1,4,0,1,2,1,15527,1,98,20020,1,1,40.0
52549,0,1,2,1,4,2,1,2,0,16517,0,83,20020,1,1,59.0
54744,13,0,3,1,4,2,1,2,1,15855,1,100,20020,0,2,70.0
66656,0,1,4,1,4,2,1,2,0,16517,0,89,20020,1,2,72.0
30327,16,0,6,1,4,2,1,2,1,16744,0,99,20020,3,4,180.0
24635,10,1,1,1,4,2,1,2,1,16682,0,90,20020,1,1,40.0
63813,16,1,2,1,4,2,1,2,1,16137,0,72,20020,1,1,35.0
3923,16,1,2,2,4,1,0,2,1,15448,0,98,20020,1,1,70.0
71978,16,1,2,1,4,2,1,2,1,16137,0,90,20020,1,1,31.0
62167,10,1,2,1,4,1,1,2,0,15269,0,93,20020,1,2,90.0
73796,0,0,4,1,4,0,1,2,1,16911,0,60,20020,1,1,80.0
66304,16,1,2,1,4,1,0,2,1,16625,0,96,20020,1,1,65.0
14269,16,1,4,1,4,1,1,2,1,16297,0,98,20020,1,2,92.0
47021,16,0,4,1,4,2,1,2,0,16836,0,88,20020,2,2,75.0
24115,16,1,2,1,4,1,1,2,0,16783,1,100,20020,1,1,55.0
24285,10,1,2,2,0,1,1,2,0,15269,0,80,20020,1,2,90.0
1058,0,0,5,1,4,0,1,2,0,16580,1,95,20020,2,2,99.0
23614,16,1,2,1,4,0,0,2,0,15173,0,98,20020,1,1,75.0
63144,16,1,2,1,4,0,0,2,0,15173,0,98,20020,1,1,75.0
33246,0,0,6,1,4,2,1,2,1,16463,0,93,20020,3,3,119.0
41269,16,1,2,1,4,0,0,2,0,15541,1,80,20020,1,1,65.0
40566,16,1,2,2,4,0,0,2,1,16576,0,98,20020,1,1,85.0
57532,16,1,2,1,4,0,0,2,1,15592,0,100,20020,1,1,65.0
32355,16,1,3,1,4,0,1,2,0,15541,0,87,20020,1,1,70.0
46108,0,1,2,1,4,0,1,2,1,15637,0,98,20020,1,1,68.0
38341,16,0,8,1,4,2,1,2,1,16579,1,88,20020,3,4,220.0
53945,10,0,6,2,4,2,1,2,1,16770,0,93,20020,2,4,125.0
21875,16,1,2,1,4,1,1,2,1,16297,0,92,20020,1,1,70.0
52753,16,2,2,1,1,2,1,2,1,16276,1,85,20020,1,1,85.0
57366,16,1,1,1,4,0,0,2,0,17178,1,80,20020,0,1,35.0
29096,25,1,2,1,4,0,1,2,0,17126,0,100,20020,1,1,50.0
22796,10,0,5,1,4,0,1,2,1,16615,0,95,20020,1,3,75.0
47632,16,0,15,3,4,2,1,2,1,17116,0,80,20020,5,12,285.0
61121,16,1,2,1,4,1,0,2,1,14209,0,91,20020,1,2,65.0
43928,16,0,6,1,4,2,1,2,1,16579,1,89,20020,3,4,220.0
54638,0,1,1,1,4,0,0,2,1,15898,1,100,20020,1,1,37.0
43430,10,0,6,2,4,2,1,2,1,16770,0,96,20020,2,2,125.0
17716,0,0,4,1,4,0,0,2,0,16621,0,97,20024,1,2,130.0
67315,16,1,2,1,4,2,1,2,1,15608,1,90,20024,1,1,67.0
36524,0,0,2,1,4,1,1,2,0,17169,1,100,20024,0,2,200.0
49544,0,0,4,1,4,2,1,2,1,15775,0,100,20024,1,1,250.0
70007,16,1,2,1,4,2,1,2,1,15608,1,88,20024,1,1,88.0
56664,0,0,2,1,4,0,0,2,1,16726,0,93,20024,0,1,97.0
18689,0,0,4,1,4,0,1,2,1,15147,0,100,20024,2,2,75.0
46474,0,0,4,1,4,0,1,2,1,16618,1,100,20024,1,2,250.0
69865,0,0,2,1,4,0,0,2,1,15620,1,100,20024,1,1,300.0
61876,0,0,2,1,4,2,1,2,0,16657,0,87,20024,0,1,107.0
50735,25,0,2,1,4,2,0,2,0,17152,0,92,20024,1,2,89.0
48896,0,0,7,1,4,1,1,2,1,17161,1,95,20024,2,3,180.0
3851,16,0,2,1,4,2,1,2,1,16071,0,98,20024,1,1,139.0
41287,25,1,2,1,4,0,1,2,0,16663,1,100,20024,1,1,125.0
61546,16,0,2,1,4,1,0,2,1,15598,1,93,20024,1,1,135.0
19868,16,0,9,1,4,2,1,2,1,15608,1,60,20024,4,4,300.0
43621,16,1,4,1,4,2,1,2,1,16511,1,82,20024,1,2,89.0
46932,0,0,2,1,4,1,0,2,1,16612,0,100,20024,1,1,108.0
10294,10,0,2,1,4,1,1,2,1,16944,1,100,20024,0,1,99.0
31409,0,2,2,1,3,1,0,2,1,15409,0,96,20024,1,1,45.0
18274,16,0,6,3,4,2,1,2,0,16042,1,100,20024,3,3,240.0
56622,10,1,3,1,4,1,1,2,0,16284,1,100,20024,1,1,100.0
42883,0,1,2,1,4,1,1,2,1,16989,1,98,20024,1,2,89.0
58238,2,0,2,1,4,2,1,2,1,16314,0,100,20024,1,2,69.0
4894,16,1,4,2,4,2,1,2,1,15608,1,92,20024,1,1,500.0
40145,16,1,3,1,4,2,1,2,1,15608,1,89,20024,1,1,88.0
63467,25,1,1,1,2,0,1,2,0,16924,0,93,20024,1,1,59.0
52912,16,1,5,1,4,2,1,2,1,16511,1,78,20024,1,3,99.0
19701,10,0,2,1,4,1,1,2,1,15909,0,100,20024,1,1,35.0
41769,10,1,2,1,4,0,1,2,0,16888,0,97,20024,1,1,75.0
40874,10,1,2,1,4,0,1,2,1,16937,0,100,20024,1,1,35.0
23941,16,1,2,1,4,2,0,2,1,17163,1,97,20024,1,1,49.0
24099,16,1,2,1,4,1,0,2,1,16205,1,74,20024,1,1,69.0
20718,25,1,2,1,4,2,1,2,1,16635,1,100,20024,1,1,90.0
54190,0,1,2,1,4,1,0,2,1,16644,0,98,20024,1,1,100.0
54558,0,0,2,1,4,2,1,2,0,17023,0,95,20024,0,1,69.0
66805,1,1,2,1,4,0,0,2,0,16604,1,98,20024,1,1,110.0
30581,0,0,4,1,4,2,1,2,1,16281,0,100,20024,1,2,100.0
37536,0,1,3,1,4,2,1,2,1,17261,1,100,20024,1,2,85.0
37813,16,1,2,1,4,2,0,2,1,15670,0,100,20024,1,1,92.0
905,25,0,9,3,4,2,1,2,0,15769,0,99,20024,4,4,385.0
27816,0,0,2,1,4,1,1,2,1,15384,0,90,20024,1,1,92.0
17502,0,0,4,1,4,1,1,2,1,16391,1,95,20024,1,2,80.0
15091,16,0,6,2,4,2,1,2,1,16099,0,98,20024,4,3,350.0
1355,0,0,4,1,4,2,1,2,1,16099,0,96,20024,1,2,160.0
50554,25,0,7,2,4,1,0,2,1,15615,0,97,20024,3,2,350.0
31739,0,0,4,1,4,0,0,2,0,15261,0,91,20024,1,1,112.0
45836,0,0,4,1,4,1,0,2,1,16976,1,100,20024,0,1,131.0
26440,10,0,4,1,4,2,1,2,0,17268,0,100,20024,1,1,130.0
25795,0,0,6,1,4,1,1,2,1,15954,1,96,20024,1,3,120.0
38143,0,0,3,1,4,1,1,2,0,17084,0,100,20024,1,2,125.0
6640,0,1,4,1,4,2,1,2,1,17261,0,100,20024,1,2,82.0
16629,16,1,1,1,4,2,1,2,1,15608,1,90,20024,1,1,68.0
37337,25,1,1,1,4,2,1,2,1,16562,1,97,20024,1,1,75.0
46191,0,0,4,1,4,0,1,2,1,15352,0,96,20024,1,1,145.0
43887,0,0,5,1,4,1,1,2,1,16387,0,80,20024,0,2,138.0
50914,0,0,2,1,4,0,1,2,1,16641,0,80,20024,1,1,150.0
64651,0,0,5,1,4,0,1,2,1,16176,0,100,20024,2,2,145.0
59372,16,1,4,1,4,1,0,2,1,16141,0,100,20024,1,2,185.0
71487,16,0,8,2,4,2,1,2,0,14705,1,97,20024,3,5,379.0
14190,0,0,7,2,4,2,0,2,1,16644,0,96,20024,2,3,200.0
32885,0,1,2,1,4,1,1,2,1,16639,0,99,20024,1,1,85.0
11790,0,0,2,1,0,0,1,2,0,16977,1,97,20024,0,1,129.0
17354,16,0,7,1,4,1,1,2,1,15007,0,70,20024,2,3,200.0
63579,0,0,4,1,4,0,1,2,1,16219,1,91,20024,0,2,150.0
52275,16,0,6,2,4,1,0,2,1,17082,0,87,20032,3,3,265.0
69635,0,0,4,1,4,1,1,2,1,16654,1,90,20032,2,2,129.0
26247,16,1,5,1,4,2,1,2,0,16942,0,96,20032,2,3,68.0
2832,16,1,2,1,4,1,1,2,1,16317,0,97,20032,1,1,64.0
59300,0,0,2,1,4,1,1,2,1,16654,1,93,20032,1,1,119.0
68310,16,0,4,1,4,1,1,2,1,15410,1,97,20032,1,4,69.0
61841,16,0,4,1,4,1,1,2,1,16039,1,98,20032,1,1,85.0
930,16,0,5,1,4,1,0,2,1,16869,1,100,20032,2,3,125.0
37011,0,0,4,1,4,2,1,2,0,16545,1,87,20036,1,2,175.0
30192,0,0,2,1,4,0,0,2,0,16712,0,100,20036,1,1,115.0
2904,0,0,6,1,4,2,1,2,1,15924,1,91,20036,1,4,300.0
2388,0,0,4,1,4,2,1,2,0,16545,1,92,20036,1,2,175.0
8955,16,1,2,1,4,2,0,2,0,16499,0,91,20036,1,1,90.0
10228,0,0,2,1,4,2,1,2,1,16657,0,98,20036,1,1,132.0
49343,0,0,2,1,4,2,1,2,1,15077,1,90,20036,1,1,100.0
34112,0,1,3,1,4,0,1,2,0,17121,1,98,20036,1,1,95.0
35576,0,0,2,1,4,1,0,2,1,15252,0,95,20036,1,1,179.0
31504,0,0,4,1,4,2,1,2,0,16816,1,90,20036,1,3,99.0
41610,16,1,2,1,4,2,0,2,0,16499,0,91,20036,1,1,100.0
66971,16,1,1,0,4,2,0,2,0,16499,0,91,20036,1,1,125.0
69344,16,1,2,1,4,2,0,2,0,16499,0,96,20036,1,1,100.0
27511,16,1,2,1,4,2,0,2,0,16499,0,93,20036,1,1,100.0
61850,0,1,3,2,4,2,1,2,1,16725,0,100,20036,2,2,143.0
28355,0,0,3,1,4,1,1,2,1,16104,0,92,20036,1,1,170.0
43376,16,2,2,0,4,2,0,2,0,16499,0,97,20036,1,1,80.0
74073,25,1,3,1,4,2,1,2,0,17092,1,95,20036,2,2,95.0
26377,16,1,2,1,4,2,0,2,0,16499,0,90,20036,1,1,100.0
18889,0,0,2,1,4,2,1,2,1,16692,0,96,20037,0,1,103.0
23922,16,0,6,1,4,2,1,2,1,15404,0,94,20037,2,2,118.0
72924,0,2,2,1,4,0,1,2,0,16852,0,97,20037,1,1,55.0
27513,16,0,6,2,4,2,1,2,1,15726,0,98,20037,3,3,310.0
42159,0,1,2,1,4,1,1,2,1,16445,0,90,20037,1,1,56.0
41206,0,0,2,1,4,0,1,2,1,16697,1,89,20037,1,2,100.0
33510,0,0,2,1,4,2,0,2,1,15443,1,93,20037,0,1,109.0
22058,0,0,2,1,4,2,1,2,1,15383,0,91,20037,0,1,245.0
46768,0,1,2,1,4,0,1,2,1,16391,0,97,20037,1,1,130.0
9801,0,0,4,1,4,0,0,2,0,16861,1,86,20037,0,1,295.0
41184,0,0,4,1,4,1,1,2,0,16841,1,98,20037,1,2,310.0
11107,10,0,3,1,4,0,0,2,0,17228,0,95,20037,1,2,153.0
10781,16,1,2,1,4,2,1,2,1,16359,0,97,20037,1,1,178.0
34055,0,0,2,1,4,1,1,2,1,16106,0,91,20037,0,1,150.0
1721,0,0,4,1,4,2,1,2,0,16621,0,100,20037,1,2,149.0
72810,0,0,4,1,4,2,1,2,1,15225,1,92,20037,0,3,140.0
57165,16,2,2,1,4,0,0,2,1,16653,1,87,20037,1,1,50.0
22930,0,2,2,1,1,0,1,2,1,16896,0,91,20037,1,1,80.0
55736,25,0,2,1,0,1,1,2,1,16499,1,99,20037,0,2,150.0
62972,0,0,2,1,4,2,1,2,1,16171,0,93,20037,0,1,91.0
39488,0,0,3,1,4,2,0,2,0,17028,0,85,20037,1,2,126.0
71378,0,0,3,1,4,2,1,2,1,14382,1,89,20037,1,2,229.0
44759,0,1,2,1,4,2,1,2,1,16323,0,98,20037,1,1,125.0
13747,16,1,1,1,4,2,1,2,1,16359,0,92,20037,1,1,177.0
35560,25,0,4,1,4,2,1,2,1,16375,1,95,20037,2,2,140.0
53957,25,0,6,2,4,0,1,2,1,16616,1,97,20037,2,2,198.0
49110,0,0,4,1,4,2,1,2,1,16692,0,100,20037,1,1,99.0
14838,0,0,2,1,4,1,1,2,1,16106,0,90,20037,0,1,150.0
46395,0,0,2,1,4,2,1,2,1,16692,0,96,20037,0,1,100.0
66774,0,0,2,1,4,2,1,2,1,16692,0,95,20037,0,1,108.0
35534,0,0,2,1,4,2,1,2,1,15404,1,98,20037,0,1,150.0
67425,0,0,2,1,4,1,1,2,0,16841,1,98,20037,1,1,275.0
21568,0,1,2,1,4,0,0,2,0,15726,1,96,20037,2,1,210.0
26183,10,0,2,1,4,0,1,2,1,15549,0,98,20037,0,1,120.0
42998,0,0,2,1,4,2,1,2,1,16645,1,97,20037,1,1,109.0
27575,16,0,3,2,4,1,1,2,1,15416,1,97,20037,2,2,180.0
18308,25,1,1,1,4,1,0,2,0,16718,0,72,20037,1,1,75.0
30096,0,0,2,1,4,2,1,2,1,16146,1,98,20037,1,1,159.0
8087,10,1,1,1,4,0,0,2,0,15610,0,100,20037,1,1,95.0
5825,0,2,2,1,4,1,1,2,1,15869,0,93,20037,1,1,52.0
23289,0,0,3,1,4,2,0,2,1,15443,1,70,20037,0,1,119.0
31120,0,0,4,1,4,1,1,2,0,16841,1,97,20037,1,2,290.0
68614,0,0,2,1,4,1,0,2,1,16385,1,89,20037,0,1,69.0
32624,25,1,1,1,4,1,1,2,1,15466,0,99,20037,1,1,85.0
30287,0,0,2,1,4,2,1,2,1,16692,0,96,20037,0,1,108.0
36297,0,0,4,1,4,1,1,2,0,16841,1,99,20037,1,2,280.0
51625,16,0,8,2,4,2,1,2,1,16615,0,99,20037,4,5,469.0
36803,16,0,4,1,4,2,0,2,1,15404,0,96,20037,1,2,112.0
28518,0,0,3,1,4,1,1,2,1,16146,0,93,20037,1,1,130.0
60676,0,0,8,1,4,2,1,2,1,15924,0,85,20037,2,5,299.0
2161,0,0,4,1,4,2,1,2,1,15404,1,98,20037,1,1,181.0
70276,0,0,2,1,4,2,1,2,1,14382,1,91,20037,1,1,139.0
34413,25,0,4,1,4,1,1,2,1,16548,0,90,20037,2,2,220.0
38171,0,0,2,1,4,2,0,2,1,15443,1,76,20037,0,1,110.0
46822,0,0,3,1,4,2,1,2,1,15580,0,83,20052,0,1,97.0
35019,0,0,4,1,4,1,1,2,1,15220,0,96,20712,1,2,90.0
54645,0,0,3,1,4,0,1,2,1,16601,0,93,20712,0,1,52.0
3462,0,1,1,1,4,0,0,2,0,17274,1,100,20712,0,1,50.0
31455,16,0,16,6,4,2,1,2,0,16380,1,100,20781,7,12,750.0
13734,0,0,8,1,4,2,1,2,1,16457,0,88,20782,2,4,400.0
24604,16,0,10,4,4,0,1,2,1,16056,0,100,20815,5,6,1250.0
66018,16,0,8,3,4,2,1,2,1,17152,0,100,20816,4,6,500.0
50667,10,0,2,1,4,1,0,2,1,16657,1,100,20910,1,1,115.0
55043,10,0,7,2,4,2,1,2,1,15907,0,100,20910,3,4,225.0
37429,16,0,4,1,4,2,1,2,1,16688,0,100,20910,2,2,120.0
67618,0,0,4,1,4,1,1,2,1,15920,1,90,20912,1,3,200.0
25956,0,0,2,1,4,2,0,1,0,16787,0,90,60601,1,1,197.0
9583,0,1,2,1,4,2,1,1,1,17135,0,98,60601,1,1,139.0
12786,0,1,2,1,4,2,1,1,1,17135,0,99,60601,1,1,129.0
14166,0,0,2,1,4,1,1,1,1,17086,1,100,60601,0,1,89.0
71385,0,0,3,1,4,0,1,1,1,16393,1,99,60601,0,2,100.0
60619,0,0,2,1,4,1,1,1,1,15260,0,91,60601,1,1,200.0
3600,0,0,4,1,4,1,1,1,1,16393,0,98,60601,0,1,100.0
45847,2,0,2,1,4,1,1,1,1,16230,0,95,60601,2,3,92.0
11876,0,1,2,1,4,2,0,1,1,15261,0,95,60601,1,1,33.0
19113,0,0,3,1,1,0,1,1,1,17013,1,98,60601,1,1,250.0
21370,0,0,3,1,4,2,1,1,0,17171,1,100,60601,0,1,143.0
67794,0,0,2,1,4,1,1,1,0,16872,0,100,60601,0,1,88.0
50692,0,1,2,1,4,2,0,1,1,15261,0,95,60601,1,1,29.0
52923,0,1,2,1,4,2,1,1,1,15277,0,100,60601,1,1,120.0
16422,0,0,4,2,4,2,1,1,1,16993,0,98,60601,2,4,230.0
13018,0,0,5,2,4,2,1,1,1,16608,0,96,60601,2,3,249.0
5363,0,0,4,1,4,1,1,1,1,15741,0,100,60601,1,1,199.0
3773,0,0,2,1,4,1,1,1,1,15260,0,92,60601,1,1,160.0
64186,0,0,10,2,4,2,1,1,1,16524,1,95,60602,2,5,125.0
46940,0,0,2,1,4,2,1,1,1,16963,1,93,60602,0,2,47.0
8013,0,0,6,1,4,2,1,1,1,16830,1,97,60602,2,3,99.0
54112,0,0,10,2,4,2,1,1,1,16830,1,94,60602,2,5,198.0
20001,0,0,8,2,4,2,1,1,1,16963,1,92,60602,2,4,199.0
16744,0,0,10,2,4,2,1,1,1,16830,1,98,60602,2,5,189.0
12972,0,0,2,1,4,2,1,1,1,17078,1,93,60602,0,2,49.0
16559,0,0,8,2,4,2,1,1,1,16524,1,91,60602,2,4,97.0
28160,0,0,2,1,4,2,1,1,1,16963,1,91,60602,0,2,45.0
13446,0,0,8,2,4,2,1,1,1,16524,1,98,60602,2,4,125.0
63945,0,0,3,1,4,2,1,1,0,16978,1,91,60602,0,3,120.0
11723,0,0,8,2,4,2,1,1,1,16963,1,92,60602,2,4,299.0
63868,0,0,8,2,4,2,1,1,0,16958,1,88,60602,2,4,249.0
36115,0,0,6,1,4,2,1,1,1,16524,1,95,60602,2,4,99.0
55067,0,1,3,1,4,1,1,1,1,16299,0,94,60602,1,1,120.0
35390,0,1,3,1,4,2,1,1,1,16552,1,90,60602,1,1,55.0
9928,0,0,1,1,4,2,1,1,1,16963,0,94,60602,0,1,25.0
55329,0,0,4,1,4,1,1,1,0,16107,1,92,60602,0,2,110.0
26362,0,0,6,1,4,2,1,1,1,16524,1,94,60602,2,4,102.0
13303,0,0,4,2,4,2,1,1,1,15443,0,100,60602,2,3,80.0
17784,0,1,3,1,4,2,1,1,1,15443,0,98,60602,1,1,29.0
27363,0,0,10,2,4,2,1,1,1,16963,1,94,60602,3,5,215.0
37392,0,0,3,1,4,2,1,1,1,15956,0,95,60602,1,2,150.0
45426,16,0,3,1,4,1,0,1,0,16107,1,95,60602,0,2,90.0
73662,0,1,2,1,4,1,1,1,1,16299,0,96,60602,1,1,95.0
56570,0,0,2,1,4,2,1,1,1,16963,1,95,60602,0,2,75.0
67038,2,0,2,0,4,1,1,1,0,17063,1,99,60603,0,2,214.0
55856,10,0,7,2,4,2,1,1,1,16657,0,94,60605,2,2,235.0
72428,0,1,2,1,4,1,0,1,0,16280,0,95,60605,1,1,119.0
20784,11,1,2,1,4,2,1,1,0,16937,0,89,60605,2,2,55.0
29547,0,0,4,1,4,2,1,1,1,15841,0,94,60605,1,2,100.0
49506,0,0,3,1,4,2,1,1,1,16256,0,100,60605,1,1,149.0
15370,0,1,6,1,4,1,1,1,1,16664,0,94,60605,2,2,300.0
8813,0,1,2,1,4,1,0,1,0,17092,1,99,60605,1,1,90.0
60766,10,1,2,1,4,2,0,1,1,16065,0,99,60605,1,1,95.0
52384,0,0,2,1,4,2,1,1,1,15706,0,97,60605,1,2,200.0
66131,11,1,1,1,4,2,1,1,0,16937,0,90,60605,2,2,55.0
6139,2,0,4,0,4,1,0,1,1,16480,0,96,60605,0,3,275.0
24638,11,1,2,1,4,2,1,1,0,16937,0,85,60605,2,2,55.0
70236,0,1,1,1,4,1,0,1,0,16632,0,97,60605,1,1,90.0
50772,10,0,4,2,4,0,1,1,1,16471,0,100,60605,2,2,200.0
26955,0,1,2,1,4,2,1,1,1,15020,0,99,60605,1,1,115.0
72537,10,0,6,2,4,1,1,1,0,17026,1,96,60605,2,3,128.0
29296,10,0,3,1,4,1,1,1,1,15961,0,93,60605,1,1,145.0
55466,11,1,1,1,4,2,1,1,0,16937,0,93,60605,2,2,55.0
14150,10,0,5,2,4,2,1,1,1,16027,0,93,60605,2,2,250.0
26891,10,0,6,2,4,1,1,1,1,16881,0,100,60605,2,2,550.0
24770,10,0,7,2,4,2,1,1,0,17107,0,90,60605,2,2,200.0
65169,16,0,6,3,4,1,1,1,1,16898,0,99,60605,3,4,550.0
63991,11,1,2,1,4,2,1,1,0,16937,0,80,60605,2,4,55.0
6806,11,1,2,1,4,2,1,1,0,16937,0,90,60605,2,2,55.0
71652,0,0,3,1,4,2,1,1,1,15715,0,97,60605,1,2,155.0
60834,10,0,6,2,4,1,1,1,0,17026,1,95,60605,2,3,158.0
73937,0,0,6,1,4,0,1,1,0,17018,1,97,60605,0,3,65.0
66072,2,0,4,1,4,0,1,1,1,16627,0,100,60605,0,2,199.0
34181,0,0,4,1,4,1,1,1,1,15364,1,86,60605,1,1,128.0
73334,19,2,2,1,0,2,1,1,1,16238,0,93,60605,1,1,78.0
14072,10,1,2,1,4,0,0,1,0,16986,0,100,60605,1,1,200.0
6382,0,0,2,1,4,1,1,1,1,15480,0,98,60605,1,1,160.0
69534,0,1,2,1,4,1,1,1,1,16630,0,93,60605,1,1,70.0
40545,0,0,4,1,4,1,1,1,1,17004,0,90,60605,1,1,199.0
20909,0,1,3,1,4,2,1,1,1,16123,0,99,60605,1,2,50.0
45405,0,0,2,1,4,0,0,1,1,16453,0,100,60605,1,1,120.0
45388,0,0,8,2,4,2,1,1,1,16879,1,93,60605,3,5,249.0
479,10,0,6,2,4,1,1,1,0,17026,1,96,60605,2,4,129.0
13382,0,0,3,1,4,2,1,1,1,14586,1,96,60605,0,2,129.0
40738,0,0,2,1,4,1,1,1,1,15364,1,97,60605,0,1,115.0
65784,19,0,2,1,4,2,1,1,1,16621,0,87,60605,2,2,125.0
4987,0,0,2,1,4,1,1,1,0,16247,0,98,60605,1,1,99.0
27828,0,0,4,1,4,2,1,1,0,16716,1,96,60605,1,1,149.0
69307,0,0,4,1,4,2,1,1,0,16931,0,87,60605,1,2,149.0
51853,0,1,2,1,4,0,1,1,0,16699,1,100,60605,1,1,150.0
3647,10,1,2,1,4,2,1,1,1,15990,0,100,60607,1,1,115.0
7003,0,1,1,1,4,0,1,1,1,17086,1,94,60607,1,1,15.0
66868,0,0,8,2,4,3,1,1,1,16717,0,99,60607,4,4,240.0
29133,0,0,8,1,4,2,1,1,1,16826,0,99,60607,3,3,289.0
14718,0,1,2,1,4,2,0,1,1,15542,1,92,60607,1,1,50.0
50791,0,0,6,1,4,1,1,1,0,16681,1,100,60607,2,3,120.0
72166,16,1,2,1,4,0,1,1,1,16925,1,83,60607,1,1,19.0
6515,0,1,1,1,4,0,1,1,1,16824,1,89,60607,1,1,10.0
65127,0,1,2,1,4,0,1,1,1,16824,1,90,60607,1,1,19.0
61342,0,1,2,1,4,0,1,1,1,15420,0,100,60607,1,1,60.0
38506,0,1,2,1,4,0,1,1,1,16824,1,92,60607,1,1,19.0
60088,16,1,2,1,4,0,1,1,1,17086,1,100,60607,1,1,19.0
14413,0,1,1,1,4,1,1,1,1,16888,1,100,60607,1,1,70.0
52538,0,1,2,2,4,1,1,1,1,16717,1,98,60607,1,1,60.0
39145,0,1,2,1,4,2,1,1,1,16826,1,100,60607,1,1,85.0
45710,0,0,4,2,4,2,1,1,1,16115,1,95,60607,2,2,110.0
30643,0,1,2,1,4,0,1,1,1,16824,1,90,60607,1,1,19.0
17556,19,0,5,2,4,2,1,1,0,16776,0,96,60607,2,2,166.0
54371,0,1,2,1,4,1,0,1,1,16175,0,97,60607,1,1,80.0
9737,16,1,2,1,4,0,1,1,1,17086,1,89,60607,1,1,19.0
33548,0,1,3,1,4,0,0,1,1,17217,1,80,60607,1,2,60.0
21365,0,1,3,1,0,2,1,1,1,16531,0,79,60607,1,2,53.0
39115,0,0,4,2,4,2,1,1,1,16115,1,93,60607,2,2,109.0
45639,16,1,2,1,4,0,1,1,1,16925,1,86,60607,1,1,19.0
6253,16,1,2,1,4,0,1,1,1,16925,1,91,60607,1,1,19.0
42858,0,1,2,1,4,2,1,1,0,16749,1,98,60607,1,1,80.0
59049,10,1,2,1,4,2,0,1,1,15542,1,88,60607,1,1,48.0
29780,16,1,16,1,4,1,1,1,1,16830,0,98,60607,2,12,166.0
43132,0,0,4,2,4,2,1,1,1,16115,1,96,60607,2,2,110.0
49278,0,0,3,1,4,2,0,1,1,16598,0,97,60607,1,1,169.0
42661,0,1,3,1,4,0,1,1,1,15635,1,100,60607,1,1,100.0
18646,0,1,1,1,4,0,0,1,0,16555,0,98,60607,1,1,65.0
73576,16,1,1,1,4,0,1,1,1,17086,1,91,60607,1,1,15.0
68188,0,1,2,1,4,2,1,1,1,15832,0,98,60607,1,1,130.0
10088,16,1,1,1,2,2,1,1,1,16575,0,97,60608,1,1,32.0
35401,0,1,2,1,4,1,1,1,1,16696,0,100,60608,1,1,79.0
3814,0,0,4,1,4,2,1,1,0,17071,0,91,60608,2,2,80.0
25155,0,0,4,1,4,2,1,1,1,16509,0,92,60608,1,2,80.0
48985,0,0,3,1,4,1,0,1,0,16281,1,83,60608,2,2,65.0
57247,0,0,5,1,4,2,1,1,1,15184,0,81,60608,2,2,89.0
1459,16,1,2,1,4,1,1,1,0,17026,1,77,60608,1,1,38.0
8202,0,1,2,1,4,1,1,1,1,16553,0,94,60608,1,1,34.0
63288,0,1,4,1,4,2,0,1,1,16349,0,92,60608,1,2,50.0
20029,0,0,4,1,4,1,1,1,1,16952,0,90,60608,1,1,90.0
23182,0,1,2,1,4,0,1,1,1,16092,0,97,60608,1,1,29.0
24280,0,0,2,1,4,2,0,1,1,15562,1,97,60608,0,1,125.0
72997,0,1,2,1,4,2,1,1,1,16945,0,90,60608,1,1,28.0
42281,19,0,2,1,4,0,0,1,1,15531,0,100,60608,0,1,200.0
72675,0,0,6,1,4,2,0,1,1,16349,0,79,60608,2,2,60.0
52466,0,0,2,1,4,2,1,1,1,15294,0,91,60608,1,1,75.0
8116,10,1,6,2,4,2,1,1,1,16289,1,95,60608,1,4,60.0
24379,0,1,2,1,4,0,0,1,1,16001,1,100,60608,1,1,75.0
4620,16,0,7,2,4,2,1,1,0,17169,0,90,60608,3,4,129.0
16291,0,0,4,1,4,1,1,1,0,15622,1,100,60608,1,1,85.0
5130,0,0,8,1,4,2,1,1,1,15961,1,90,60608,2,5,69.0
25058,0,0,2,1,4,1,0,1,1,16743,0,94,60608,1,1,55.0
26623,0,0,2,1,4,2,1,1,1,15493,0,100,60608,1,1,90.0
63402,0,1,2,1,4,1,0,1,1,15797,1,100,60608,1,1,40.0
42828,0,1,2,1,4,1,1,1,1,16001,0,96,60608,1,1,65.0
73110,0,0,10,1,4,2,1,1,1,15836,0,89,60608,2,4,95.0
72272,0,1,2,1,4,2,0,1,1,16349,0,92,60608,1,1,23.0
22727,0,0,6,1,4,2,1,1,0,17042,0,95,60608,3,3,95.0
16450,0,0,4,1,4,2,0,1,0,16911,1,100,60608,2,3,89.0
6563,19,0,7,1,4,1,0,1,1,16449,0,97,60608,2,4,200.0
52283,0,0,4,1,4,2,1,1,1,15595,1,93,60608,2,2,160.0
49166,0,1,2,1,4,1,1,1,1,15335,0,95,60608,1,1,49.0
38200,16,0,8,1,4,1,0,1,1,16743,0,92,60608,2,5,80.0
50,16,1,2,1,4,2,0,1,1,16128,0,96,60608,1,1,64.0
20657,0,0,2,1,4,1,1,1,1,16696,0,95,60608,1,1,99.0
19369,0,1,2,1,4,1,1,1,1,16687,1,90,60608,1,1,35.0
68504,0,0,8,1,4,1,1,1,0,15622,1,88,60608,2,4,119.0
