,host_since,host_identity_verified,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,beds,instant_bookable,review_scores_rating,zipcode,bedrooms
16383,16834,1,0,0,2,1,4,2,0,4,1,0,100,11222,1
16384,16239,0,0,1,1,1,4,0,1,4,1,0,99,11222,1
16385,15320,1,0,1,2,1,4,0,1,4,1,0,98,11222,1
16386,15461,1,0,0,2,1,4,1,1,4,1,0,100,11222,1
16387,15593,1,0,0,2,1,4,0,1,4,1,0,93,11222,1
16388,15002,1,0,0,3,1,4,2,1,4,2,0,95,11222,1
16389,15540,1,0,1,1,1,4,1,1,4,1,0,93,11222,1
16390,15788,1,10,0,4,2,4,2,1,4,2,0,99,11222,2
16391,15408,1,0,0,3,1,4,1,1,4,1,1,100,11222,1
16392,15531,1,0,0,3,1,4,2,1,4,2,0,97,11222,1
16393,15249,1,0,0,8,1,4,0,1,4,4,1,89,11222,3
16394,16177,1,0,0,2,1,4,2,1,4,1,0,100,11222,1
16395,16834,1,0,0,2,1,4,2,0,4,1,0,95,11222,0
16396,14842,0,0,0,4,1,4,1,1,4,1,1,94,11222,1
16397,15534,1,0,1,2,1,4,1,1,4,1,0,95,11222,1
16398,15305,1,0,1,1,1,4,1,1,4,1,0,98,11222,1
16399,15815,1,0,1,1,1,2,2,1,4,1,0,94,11222,1
16400,16615,1,0,1,1,1,4,1,1,4,1,1,100,11222,1
16401,16479,1,0,1,2,1,4,2,1,4,1,0,90,11222,1
16402,15945,1,0,0,2,1,4,0,1,4,1,0,80,11222,1
16403,17062,0,0,0,1,1,4,2,1,4,1,1,80,11222,1
16404,15732,0,19,1,2,1,4,2,1,4,1,0,92,11222,1
16405,15249,1,0,0,6,1,4,0,1,4,2,0,91,11222,2
16406,17221,1,10,0,5,1,4,2,1,4,3,0,95,11222,2
16407,15730,1,19,0,2,1,4,2,1,4,1,0,97,11222,1
16408,15755,1,0,0,3,1,4,1,1,4,2,0,92,11222,1
16409,14569,1,0,0,4,1,4,2,0,4,2,0,95,11222,1
16410,16094,1,0,1,2,1,4,2,1,4,1,1,94,11222,1
16411,14923,1,0,0,6,1,4,1,1,4,3,0,95,11222,3
16412,16180,1,0,0,4,1,4,2,1,4,2,0,98,11222,1
16413,15760,1,0,1,2,1,4,0,1,4,1,0,90,11222,1
16414,16647,1,0,0,4,1,4,0,1,4,1,0,95,11222,1
16415,16041,1,0,0,4,1,4,0,1,4,2,0,97,11222,1
16416,16682,1,0,1,2,1,4,0,0,4,1,1,94,11222,1
16417,15063,1,0,0,2,1,4,2,1,4,1,0,94,11222,1
16418,15384,1,0,1,1,1,4,1,0,4,1,0,98,11222,1
16419,16957,1,25,0,4,1,4,1,1,4,2,1,90,11222,2
16420,15600,1,0,0,4,1,4,2,0,4,2,0,90,11222,1
16421,15234,1,0,0,8,3,4,2,1,4,5,0,90,11222,4
16422,15930,1,0,0,2,1,4,0,0,4,1,0,93,11222,1
16423,16407,1,0,0,2,1,4,2,0,4,1,0,97,11222,1
16424,15118,1,0,0,3,1,4,2,0,4,1,0,100,11222,1
16425,16262,1,0,0,3,1,4,2,1,4,1,0,97,11222,1
16426,15148,1,19,0,2,1,4,2,1,4,1,0,98,11222,1
16427,16292,0,0,0,6,2,4,2,1,4,2,0,100,11222,2
16428,16000,1,10,1,2,1,4,2,1,4,1,0,90,11222,1
16429,15683,0,0,1,1,1,4,1,1,4,1,0,96,11222,1
16430,16114,1,0,1,2,1,4,1,1,4,1,0,94,11222,1
16431,15606,1,10,1,1,1,4,0,0,4,1,0,80,11222,1
16432,15962,1,0,0,2,1,4,2,1,4,2,0,100,11222,2
16433,15307,0,0,1,2,1,4,1,1,4,1,0,93,11222,1
16434,16779,0,0,1,1,1,4,2,1,4,1,0,93,11222,1
16435,16735,1,0,0,4,1,4,2,0,4,2,1,98,11222,0
16436,16834,1,0,0,4,1,4,2,0,4,2,0,96,11222,0
16437,15021,0,0,1,2,1,4,1,0,4,1,0,100,11222,2
16438,16386,0,0,1,3,1,4,1,0,4,2,0,96,11222,1
16439,16595,1,0,0,2,1,4,0,1,4,1,0,100,11222,1
16440,15646,1,19,1,1,1,4,2,1,4,1,1,99,11222,1
16441,15209,1,0,0,3,1,4,1,1,4,3,0,93,11222,1
16442,16267,1,0,0,4,1,4,2,1,4,2,0,80,11222,2
16443,14732,1,0,1,2,1,4,2,1,4,1,0,95,11222,1
16444,15491,1,0,1,2,1,4,2,1,4,1,0,88,11222,1
16445,15571,1,0,0,2,1,4,0,1,4,1,0,95,11222,1
16446,16330,0,0,0,2,1,4,2,1,4,1,0,100,11222,1
16447,15526,1,0,1,2,2,4,1,1,4,1,0,91,11222,1
16448,15882,1,0,1,1,1,4,2,1,4,1,0,83,11222,1
16449,16148,1,19,1,2,1,4,2,0,4,1,0,100,11222,1
16450,15611,1,0,0,2,1,4,1,1,4,1,0,88,11222,1
16451,17196,1,0,1,2,1,4,1,1,4,1,1,99,11222,1
16452,15866,1,25,0,4,1,4,2,1,4,3,0,100,11222,3
16453,16545,0,0,0,4,1,4,0,1,4,1,0,100,11222,1
16454,15545,1,0,0,4,1,4,2,1,4,2,1,89,11222,1
16455,16094,0,0,1,2,1,4,0,1,4,1,1,100,11222,1
16456,15522,1,0,0,3,1,4,1,1,4,2,0,100,11222,2
16457,15682,1,0,0,2,1,4,1,1,4,1,0,100,11222,0
16458,16406,1,0,1,2,1,4,2,0,4,1,1,80,11222,1
16459,16582,1,0,0,6,1,4,0,1,4,3,0,100,11222,3
16460,17237,0,0,0,7,1,4,1,1,4,3,1,94,11222,2
16461,15126,1,10,0,2,1,4,2,1,4,1,0,97,11222,1
16462,16617,0,0,1,1,1,4,1,0,4,1,1,60,11222,1
16463,14944,1,0,0,4,1,4,2,1,4,1,0,97,11222,1
16464,15305,1,0,1,1,1,4,1,1,4,1,0,96,11222,1
16465,15348,1,0,0,2,1,4,1,1,4,1,0,94,11222,1
16466,15410,0,16,1,1,1,4,0,1,4,1,0,93,11222,1
16467,16573,1,0,1,1,1,4,1,1,4,1,1,100,11222,1
16468,15604,1,0,1,1,1,4,1,1,4,1,0,90,11222,1
16469,15057,1,0,0,4,1,4,2,1,4,2,0,97,11222,2
16470,17237,0,0,0,4,1,4,1,1,4,2,0,87,11222,1
16471,15972,0,0,1,1,1,4,1,1,4,1,0,100,11222,1
16472,16225,1,19,1,2,1,4,0,1,4,1,0,100,11222,1
16473,17301,0,0,0,2,1,4,2,1,4,1,0,100,11222,1
16474,15834,1,0,0,4,1,4,1,1,4,1,0,97,11222,1
16475,16992,0,0,1,2,1,4,1,1,4,1,0,97,11222,1
16476,16564,1,0,0,4,1,4,2,0,4,2,1,94,11222,1
16477,16151,0,0,0,4,1,4,2,1,4,2,0,87,11222,3
16478,16735,1,19,0,4,1,4,2,0,4,2,1,100,11222,0
16479,16197,1,0,1,2,1,4,2,1,4,1,0,96,11222,1
16480,15677,1,0,1,4,1,4,2,1,4,2,0,100,11222,2
16481,16344,1,0,1,2,1,4,2,1,4,1,0,97,11222,1
16482,16270,1,0,0,4,1,4,0,0,4,2,0,100,11222,1
16483,16860,1,0,1,1,1,4,1,1,4,1,1,97,11222,1
16484,16238,1,0,1,2,1,4,0,0,4,1,0,96,11222,1
16485,16472,1,0,1,2,1,4,0,1,4,1,1,100,11222,1
16486,16779,0,0,1,1,1,4,2,1,4,1,0,90,11222,1
16487,16094,1,0,0,6,1,4,2,1,4,4,1,87,11222,4
16488,16702,1,0,0,4,1,4,0,1,4,1,0,90,11222,2
16489,15376,1,0,0,4,1,4,0,1,4,1,0,100,11222,1
16490,17250,1,0,0,4,1,4,2,1,4,2,0,100,11222,2
16491,15581,1,0,0,2,1,4,1,1,4,1,0,100,11222,1
16492,16330,0,16,0,5,1,4,2,1,4,3,0,100,11222,2
16493,15161,1,0,0,1,1,4,2,1,4,1,0,100,11222,1
16494,17124,0,0,1,2,1,4,1,1,4,1,0,89,11222,1
16495,15928,1,0,0,2,1,3,2,1,4,1,0,90,11222,0
16496,17380,0,0,0,3,1,4,1,1,4,2,0,100,11222,1
16497,16272,1,0,0,2,1,4,0,1,4,3,1,100,11222,2
16498,15849,1,0,0,3,1,4,2,1,4,1,0,94,11222,1
16499,15155,1,0,0,6,1,4,2,1,4,3,0,94,11222,2
16500,14977,1,0,0,2,1,4,2,1,4,1,0,95,11222,1
16501,16939,0,0,1,2,1,4,1,0,4,1,0,99,11222,1
16502,16807,1,25,0,3,1,4,2,1,4,3,0,96,11222,2
16503,15834,1,0,1,2,1,4,2,1,4,1,0,95,11222,1
16504,16262,1,0,1,3,1,4,2,1,4,1,0,90,11222,0
16505,16666,1,0,1,1,1,4,0,0,4,1,1,100,11222,1
16506,15512,1,0,0,3,1,4,2,1,4,2,0,100,11222,2
16507,15528,1,10,1,2,1,4,1,1,4,1,1,100,11222,1
16508,15215,1,0,1,2,1,4,1,1,4,1,1,98,11222,1
16509,15943,1,0,0,4,2,4,2,1,4,2,0,100,11222,1
16510,17285,1,0,1,2,1,4,2,1,4,1,0,95,11222,1
16511,14750,1,0,1,2,2,4,2,1,4,1,0,98,11222,1
16512,17323,0,0,1,2,1,4,0,1,4,1,1,94,11222,1
16513,15461,1,0,0,5,1,4,2,1,4,3,0,98,11222,2
16514,16837,1,0,1,1,1,4,1,1,4,1,1,98,11222,1
16515,15881,1,0,0,2,1,4,2,1,4,1,0,100,11222,1
16516,16613,0,0,1,5,1,4,1,1,4,2,0,97,11222,1
16517,16197,1,0,1,2,1,4,1,1,4,1,0,92,11222,1
16518,15624,0,0,1,1,1,4,0,0,4,1,0,100,11222,1
16519,14944,1,16,0,4,2,4,2,1,4,2,0,96,11222,2
16520,15251,1,0,1,1,1,4,1,1,4,1,0,100,11222,1
16521,16092,1,0,1,3,1,4,1,1,4,2,0,97,11222,1
16522,16789,1,0,0,6,1,4,2,1,4,3,0,97,11222,3
16523,17021,1,0,1,4,2,4,0,0,4,1,0,95,11222,1
16524,15472,1,0,1,2,1,4,1,1,4,1,0,95,11222,1
16525,16289,1,0,0,1,1,4,0,1,4,1,0,100,11222,1
16526,16386,1,0,0,4,1,4,1,1,4,2,0,80,11222,1
16527,16193,1,0,1,2,1,4,2,1,4,1,0,100,11222,1
16528,15365,0,0,1,2,1,4,2,1,4,1,0,96,11222,1
16529,15971,1,0,0,6,1,4,1,0,4,3,1,92,11222,3
16530,16668,1,0,0,2,1,4,1,1,4,2,0,97,11222,1
16531,17148,0,0,1,1,1,4,2,0,4,1,0,97,11222,1
16532,16269,1,0,0,3,1,4,1,1,4,1,0,98,11222,1
16533,15528,0,0,1,2,1,4,1,1,4,1,1,95,11222,1
16534,16945,0,0,0,4,1,4,1,1,4,2,0,100,11222,1
16535,16545,0,0,0,2,1,4,2,1,4,1,0,98,11222,0
16536,15924,1,0,1,2,1,4,2,1,4,1,0,92,11222,1
16537,16329,1,0,0,5,2,4,1,1,4,4,0,97,11223,3
16538,16727,1,0,0,5,1,4,1,1,4,3,0,96,11223,2
16539,16754,1,0,0,3,1,4,1,1,4,2,0,96,11223,1
16540,16950,1,0,1,1,1,4,2,1,4,1,1,100,11223,1
16541,15166,0,0,1,2,1,4,2,1,4,1,0,99,11223,1
16542,16329,1,0,0,4,1,4,1,1,4,3,0,94,11223,2
16543,14129,1,16,2,6,1,4,1,1,4,6,0,88,11223,1
16544,17318,0,15,2,4,1,4,2,1,4,4,0,100,11223,1
16545,17039,1,16,0,2,1,4,1,1,4,2,0,98,11223,1
16546,17318,0,15,2,10,2,4,2,1,4,10,0,100,11223,1
16547,16727,1,0,0,5,1,4,1,1,4,4,0,93,11223,2
16548,17059,0,0,1,2,1,4,0,1,4,1,1,100,11223,1
16549,17404,0,25,1,3,1,4,2,1,4,2,1,91,11223,1
16550,17318,0,15,2,10,2,4,1,1,4,6,0,100,11223,1
16551,14129,1,16,1,6,1,4,1,1,4,3,0,95,11223,1
16552,14129,1,16,1,6,1,4,1,1,4,1,0,100,11223,1
16553,15480,1,0,0,3,1,4,0,0,4,1,0,100,11224,1
16554,16013,1,1,1,4,1,4,2,1,4,2,1,84,11224,1
16555,16407,1,0,0,2,1,4,1,1,4,2,0,87,11224,1
16556,17200,0,0,0,4,1,4,1,0,4,2,0,97,11224,1
16557,16707,1,10,1,2,1,4,2,1,4,1,1,94,11224,1
16558,17396,0,0,1,1,1,4,2,0,4,1,1,100,11224,3
16559,17357,0,0,1,2,1,4,2,1,4,1,0,97,11224,1
16560,16707,1,0,2,1,1,1,2,0,4,1,1,97,11224,1
16561,17200,0,16,0,3,1,4,1,0,4,1,1,93,11224,1
16562,17200,0,0,0,3,1,4,1,0,4,1,0,95,11224,1
16563,16247,1,0,0,6,1,4,1,1,4,3,0,95,11225,2
16564,17357,0,0,1,2,1,4,1,1,4,1,0,100,11225,1
16565,14809,1,0,1,2,2,4,2,1,4,1,0,92,11225,1
16566,16881,1,0,0,4,2,4,2,1,4,2,1,100,11225,2
16567,17090,1,0,0,3,1,4,0,1,4,1,0,96,11225,1
16568,15989,1,0,1,1,1,4,0,1,4,1,0,97,11225,1
16569,15770,1,0,1,2,1,4,2,1,4,2,1,96,11225,1
16570,16848,1,0,0,3,1,4,1,1,4,1,0,87,11225,1
16571,16458,1,0,1,2,1,4,1,1,4,1,1,94,11225,1
16572,15776,1,0,0,4,1,4,1,1,4,3,0,98,11225,0
16573,16503,0,0,1,1,1,4,1,1,4,1,0,88,11225,1
16574,17279,0,16,1,3,1,4,2,1,4,2,0,100,11225,1
16575,16785,1,16,1,3,1,4,0,1,4,1,0,94,11225,1
16576,16556,1,0,0,4,1,4,0,1,4,2,0,95,11225,2
16577,15970,1,16,0,5,3,4,2,1,4,5,0,100,11225,3
16578,15391,1,16,1,2,1,4,0,0,4,1,1,86,11225,1
16579,15785,1,0,0,5,1,4,2,1,4,2,0,94,11225,2
16580,16376,1,0,1,1,1,4,0,1,4,1,0,87,11225,1
16581,15304,1,0,0,3,1,4,2,1,4,1,0,100,11225,1
16582,16631,1,0,0,2,1,4,2,1,4,1,0,93,11225,0
16583,16321,1,0,1,2,1,4,1,1,4,1,1,97,11225,1
16584,15663,1,0,1,3,1,4,2,0,4,2,0,99,11225,1
16585,16873,0,0,0,3,1,4,2,1,4,1,0,100,11225,0
16586,15391,1,16,1,2,1,4,0,0,4,1,1,92,11225,1
16587,15960,1,16,1,4,1,4,1,1,4,3,1,90,11225,1
16588,15762,1,0,1,2,1,4,2,1,4,1,0,96,11225,1
16589,14415,1,0,1,2,1,4,1,1,4,1,0,80,11225,1
16590,16565,0,0,1,2,1,4,0,0,4,1,0,98,11225,3
16591,14558,1,16,0,9,1,4,1,1,4,8,0,80,11225,4
16592,16109,1,0,0,2,1,4,0,0,4,1,1,100,11225,0
16593,15145,1,0,0,2,1,4,2,1,4,1,0,100,11225,1
16594,16668,1,0,0,2,1,3,1,1,4,1,1,95,11225,1
16595,16458,1,0,1,2,1,4,2,1,4,1,1,80,11225,1
16596,15859,1,0,1,2,1,4,1,1,4,1,0,93,11225,1
16597,16785,1,16,0,12,1,4,1,1,4,9,0,89,11225,3
16598,16873,0,0,0,4,1,4,2,1,4,3,0,80,11225,2
16599,16269,0,0,0,2,1,4,0,0,4,1,1,96,11225,1
16600,16415,1,25,0,10,3,4,2,1,4,8,0,100,11225,4
16601,15278,1,1,1,1,1,4,2,1,4,1,1,89,11225,1
16602,15675,1,0,0,2,1,4,0,0,4,1,0,100,11225,0
16603,16437,1,0,0,3,1,4,2,1,4,3,1,60,11225,1
16604,15673,0,0,1,1,1,4,2,1,4,1,1,83,11225,1
16605,16785,1,16,1,4,1,4,2,1,4,4,0,91,11225,1
16606,15244,1,0,0,7,1,4,2,1,4,4,0,89,11225,2
16607,14993,1,0,1,2,1,4,1,0,4,1,0,100,11225,1
16608,16562,1,0,1,2,1,4,1,1,4,2,0,90,11225,1
16609,15983,1,25,1,1,1,4,1,1,4,1,0,100,11225,1
16610,15278,1,16,1,3,1,4,2,1,4,2,0,82,11225,1
16611,17036,0,0,1,2,1,4,1,0,4,1,1,94,11225,1
16612,16470,1,0,1,2,1,4,2,1,4,1,0,98,11225,1
16613,17172,1,1,0,4,1,4,2,1,4,2,1,100,11225,2
16614,14917,1,0,1,2,1,4,2,1,4,1,1,97,11225,1
16615,15983,1,25,1,2,1,4,1,1,4,1,0,100,11225,1
16616,15391,1,16,1,1,1,4,0,0,4,1,1,94,11225,1
16617,14939,1,0,0,2,1,4,1,1,4,1,1,94,11225,0
16618,16932,0,16,1,2,1,4,1,1,4,1,0,70,11225,1
16619,15751,1,0,1,2,1,4,1,1,4,1,0,96,11225,1
16620,16323,0,0,1,1,1,4,2,1,4,1,1,92,11225,1
16621,16528,1,25,1,1,1,2,2,0,4,1,0,93,11225,1
16622,14743,1,0,1,1,1,4,1,1,4,1,1,97,11225,1
16623,16211,1,0,1,1,1,4,2,1,4,1,0,93,11225,1
16624,15609,1,0,0,4,1,4,2,1,4,1,0,100,11225,1
16625,16359,1,0,2,3,1,4,0,1,4,2,0,100,11225,1
16626,16058,0,0,0,4,1,4,0,1,4,2,0,90,11225,1
16627,17072,0,0,0,8,2,4,2,1,4,4,1,65,11225,3
16628,16714,1,0,0,3,1,4,0,0,4,1,0,100,11225,1
16629,15640,1,0,1,2,1,4,2,1,4,1,0,97,11225,1
16630,16012,1,0,0,6,1,4,2,1,4,5,0,97,11225,3
16631,15640,1,0,1,2,1,4,2,1,4,1,1,91,11225,1
16632,15091,1,0,0,3,1,4,1,1,4,2,0,95,11225,2
16633,16587,1,0,0,4,1,4,2,1,4,2,0,91,11225,1
16634,16315,1,0,0,2,1,4,2,1,4,1,0,60,11225,0
16635,15938,1,0,1,4,1,4,1,1,4,2,0,97,11225,1
16636,16616,1,0,1,2,1,4,0,1,4,1,1,100,11225,1
16637,16498,1,0,0,6,1,4,2,0,4,3,0,100,11225,2
16638,16831,1,16,1,2,1,2,0,1,4,1,0,86,11225,1
16639,16859,1,0,0,3,1,4,1,0,4,1,1,100,11225,0
16640,15449,1,0,0,2,1,4,1,1,4,1,0,95,11225,1
16641,15391,1,16,1,2,1,4,0,0,4,1,0,89,11225,1
16642,17104,1,0,1,4,1,4,1,1,4,2,0,100,11225,1
16643,15762,1,0,0,4,1,4,2,0,4,2,0,100,11225,2
16644,16699,0,0,1,2,1,4,1,0,4,1,0,100,11225,1
16645,16236,1,0,0,4,2,4,2,1,4,2,0,94,11225,2
16646,15721,1,0,1,4,0,4,1,1,4,3,0,100,11225,1
16647,15810,0,0,1,2,1,4,0,1,4,1,0,90,11225,1
16648,16393,1,0,0,2,1,4,2,1,4,1,0,92,11225,0
16649,16878,0,0,0,4,1,4,2,1,4,3,1,96,11225,2
16650,16127,1,0,1,2,1,4,1,1,4,1,0,86,11225,1
16651,15449,1,0,1,2,1,4,0,0,4,1,0,90,11225,1
16652,14749,1,25,1,2,1,4,2,0,4,1,0,100,11225,1
16653,15960,1,16,1,1,1,4,1,1,4,1,1,95,11225,1
16654,14917,1,0,0,2,1,4,2,1,4,1,0,94,11225,1
16655,16276,1,0,0,4,1,4,0,0,4,2,1,100,11225,1
16656,15972,1,0,1,2,1,4,2,1,4,1,0,95,11225,1
16657,16321,1,0,1,2,1,4,1,0,4,1,0,91,11225,1
16658,15658,1,16,1,2,1,4,1,1,4,1,1,91,11225,1
16659,15589,1,0,0,2,1,2,2,1,4,1,0,93,11225,1
16660,15393,1,0,1,2,1,4,2,1,4,1,0,98,11225,1
16661,17354,0,0,0,2,1,4,2,0,4,2,0,100,11225,0
16662,15278,1,0,0,8,1,4,2,1,4,6,0,80,11225,4
16663,16763,1,0,1,2,1,4,2,0,4,1,0,99,11225,1
16664,15658,1,16,1,2,1,4,1,1,4,1,1,93,11225,1
16665,16503,0,0,1,2,1,4,1,1,4,1,0,91,11225,1
16666,16447,1,0,1,2,1,4,2,1,4,1,0,100,11225,1
16667,17256,0,0,1,2,1,4,1,1,4,1,0,88,11225,1
16668,16076,1,0,1,2,1,4,2,1,4,1,0,100,11225,1
16669,15817,1,19,0,4,1,4,2,1,4,2,0,100,11225,2
16670,15684,1,16,1,1,1,4,2,1,4,1,0,94,11225,1
16671,15960,1,16,1,5,1,4,1,1,4,3,1,93,11225,1
16672,16081,0,0,0,2,1,4,2,1,4,1,0,89,11225,1
16673,16939,1,0,0,2,1,4,2,1,4,1,0,91,11225,1
16674,16004,1,0,1,2,1,4,2,1,4,1,0,97,11225,1
16675,16712,0,0,0,2,1,4,2,0,4,1,0,100,11225,1
16676,17028,0,0,0,4,1,4,1,1,4,2,0,91,11225,1
16677,16302,1,0,1,2,1,4,2,1,4,1,0,80,11225,1
16678,16571,1,20,0,6,2,4,2,1,4,3,1,98,11225,2
16679,15859,1,0,1,4,1,4,1,1,4,2,0,94,11225,1
16680,15281,1,0,0,15,1,4,2,1,4,12,0,95,11225,3
16681,15793,1,0,0,4,1,4,2,1,4,2,0,92,11225,1
16682,16958,1,0,0,6,1,4,1,1,4,3,0,100,11225,2
16683,16218,1,0,1,3,1,4,1,1,4,2,0,100,11225,1
16684,17269,0,16,0,4,1,4,1,1,4,2,1,100,11225,2
16685,15663,1,0,1,3,1,4,2,0,4,2,0,98,11225,1
16686,15497,1,0,1,2,1,4,1,1,4,1,0,100,11225,1
16687,16747,1,0,1,2,1,4,0,0,4,1,0,100,11225,1
16688,16171,1,16,0,16,2,4,2,1,4,12,0,99,11225,4
16689,15682,1,0,0,2,1,4,2,1,4,2,0,92,11225,0
16690,14931,1,0,0,4,1,4,1,0,4,2,1,96,11225,1
16691,15707,1,0,1,2,1,4,1,1,4,1,1,91,11225,1
16692,15828,1,16,0,8,2,4,0,1,4,6,0,100,11225,5
16693,16853,1,10,0,2,1,4,1,1,4,1,0,78,11225,0
16694,16458,1,0,0,5,1,4,2,1,4,2,1,96,11225,2
16695,15887,1,0,0,2,1,4,0,1,4,1,0,94,11225,1
16696,16934,0,0,1,1,1,4,0,1,4,1,0,98,11225,1
16697,16747,1,0,0,4,1,4,1,0,4,1,0,88,11225,0
16698,16562,1,0,1,1,1,4,1,1,4,1,0,93,11225,1
16699,14402,1,0,0,4,1,4,0,1,4,1,0,99,11225,0
16700,17294,1,0,1,2,1,4,0,1,4,1,1,89,11225,1
16701,16208,0,0,0,4,1,4,2,1,4,1,0,100,11225,0
16702,16678,1,0,0,2,1,4,2,1,4,1,0,89,11225,1
16703,17012,1,16,0,3,1,4,0,1,4,2,0,93,11225,1
16704,15753,0,0,0,2,1,2,2,1,4,1,1,100,11225,0
16705,16720,0,0,1,1,1,4,2,1,4,1,0,94,11225,1
16706,15527,1,0,1,3,1,4,0,1,4,2,0,98,11225,1
16707,15663,1,0,1,6,1,4,2,1,4,3,0,80,11225,2
16708,15260,0,0,1,1,1,4,0,0,4,1,0,100,11225,1
16709,16725,1,16,1,3,1,4,1,1,4,1,0,99,11225,1
16710,16911,1,0,1,1,1,4,0,0,4,1,0,90,11225,1
16711,15391,1,16,1,2,1,4,0,0,4,1,1,60,11225,1
16712,16302,1,0,1,2,1,4,2,1,4,1,0,100,11225,1
16713,16562,1,0,1,2,1,4,0,1,4,1,1,95,11225,1
16714,15691,1,0,0,4,1,4,2,1,4,3,0,85,11225,1
16715,17205,0,0,0,4,1,4,1,1,4,1,0,92,11225,1
16716,15281,1,0,0,8,1,4,2,1,4,4,0,88,11225,1
16717,15461,1,0,0,6,2,4,2,1,4,3,0,95,11225,2
16718,16359,1,13,0,4,1,4,1,1,4,2,0,92,11225,1
16719,16104,0,0,0,5,2,4,1,1,4,2,0,93,11225,2
16720,17172,1,1,0,6,1,4,2,1,4,3,1,99,11225,3
16721,15406,1,0,0,4,1,4,2,1,4,1,0,100,11225,2
16722,16092,1,0,0,2,1,1,2,1,4,1,0,89,11225,1
16723,15781,1,0,1,2,1,4,1,1,4,1,0,100,11225,1
16724,14935,1,0,1,2,1,4,1,1,4,2,0,92,11225,1
16725,14651,1,0,1,2,1,4,0,0,4,1,0,93,11225,1
16726,16322,1,0,1,2,1,4,1,1,4,1,0,90,11225,1
16727,15772,1,0,0,4,1,4,1,1,4,2,0,100,11225,1
16728,16674,0,0,1,2,1,4,0,1,4,1,0,95,11225,1
16729,17098,1,0,0,2,1,4,0,0,4,1,0,100,11225,1
16730,16322,1,0,1,1,1,4,1,1,4,1,0,93,11225,1
16731,15524,1,0,1,2,1,4,2,1,4,2,0,93,11225,1
16732,14889,1,16,0,10,3,4,2,1,4,5,1,97,11225,5
16733,15240,1,0,0,2,1,4,2,1,4,1,0,93,11225,1
16734,16490,1,0,0,3,1,4,0,1,4,1,1,97,11225,1
16735,16347,1,19,0,5,1,4,0,1,4,3,0,100,11225,2
16736,16261,1,0,1,2,1,4,0,0,4,1,0,91,11225,1
16737,16785,0,0,0,7,1,4,2,1,4,4,0,68,11225,2
16738,16052,1,0,0,2,1,4,1,1,4,1,0,96,11225,1
16739,16432,1,0,1,2,1,4,1,1,4,1,1,100,11225,1
16740,16574,1,0,0,4,1,4,1,1,4,2,0,94,11225,2
16741,15810,1,0,1,1,1,4,1,0,4,1,0,100,11225,1
16742,15363,1,0,1,2,1,4,1,0,4,1,0,97,11225,1
16743,17232,0,0,1,1,1,4,0,1,4,1,1,100,11225,1
16744,15996,1,0,0,2,1,4,2,1,4,1,0,87,11225,1
16745,15867,1,0,0,2,1,4,1,1,4,1,0,84,11225,0
16746,15524,1,0,1,2,1,4,2,1,4,1,0,92,11225,1
16747,16267,1,0,0,4,1,4,2,0,4,1,1,90,11225,1
16748,16097,0,0,1,2,1,4,2,1,4,1,0,100,11225,1
16749,15370,1,0,1,2,1,4,0,1,4,1,0,95,11225,1
16750,14637,1,0,0,4,1,4,2,1,4,3,0,92,11225,2
16751,15134,1,0,0,4,1,4,0,1,4,2,0,96,11225,1
16752,16768,1,0,1,3,1,4,2,1,4,2,0,80,11225,1
16753,16246,1,0,0,2,1,4,0,0,4,1,0,100,11225,1
16754,16984,1,0,1,2,1,4,2,1,4,1,0,100,11225,1
16755,15878,1,13,0,3,1,4,0,0,4,1,0,100,11225,1
16756,16751,0,0,0,3,1,4,1,1,4,1,1,88,11225,1
16757,17045,1,0,1,2,1,4,0,0,4,1,1,94,11225,1
16758,17045,1,0,1,2,1,4,0,0,4,1,1,93,11225,1
16759,17318,0,0,1,2,1,4,0,0,4,1,1,90,11225,1
16760,15189,1,0,0,2,1,4,2,1,4,1,0,92,11225,1
16761,15637,1,0,0,4,1,4,2,1,4,1,0,95,11225,1
16762,16419,1,0,0,4,1,4,1,1,4,2,0,100,11225,1
16763,15855,1,16,1,1,1,4,0,1,4,1,0,100,11225,1
16764,16434,1,0,1,4,1,4,2,1,4,2,1,99,11225,1
16765,16126,1,0,1,2,1,4,0,1,4,1,0,88,11225,1
16766,16621,0,0,0,5,1,4,1,1,4,2,0,100,11225,2
16767,15907,1,0,0,2,1,4,2,1,4,1,0,87,11225,1
16768,16768,1,0,1,2,1,4,2,1,4,1,0,100,11225,1
16769,16329,1,0,1,2,1,4,2,1,4,1,0,95,11225,1
16770,16329,1,0,1,5,1,4,2,1,4,2,0,100,11225,2
16771,14834,1,0,0,3,1,4,2,1,4,1,0,96,11225,1
16772,17419,0,0,1,2,1,4,0,1,4,1,0,100,11225,1
16773,16087,1,0,1,2,1,4,0,0,4,1,0,100,11225,1
16774,16086,1,0,1,3,1,4,2,1,4,1,0,93,11225,1
16775,16424,1,0,1,2,1,4,0,1,4,1,0,95,11225,1
16776,15888,0,0,1,2,1,4,0,1,4,1,0,90,11225,1
16777,15535,1,0,0,4,1,4,2,1,4,2,0,96,11225,2
16778,16340,1,0,1,1,1,4,0,1,4,1,1,92,11225,1
16779,15502,0,18,0,4,1,4,2,1,4,2,0,93,11225,1
